id,volumen,expresión,dominio_fuente,dominio_meta,metáfora,volumen_norm,expresion_norm,dominio_fuente_norm,dominio_meta_norm,metafora_norm,expresion_len
HALL_171,Hallazgos y Recomendaciones,"Durante varias décadas, la falta de visibilidad de las víctimas impidió que fueran reconocidas en su dolor y sus derechos, salvo los desarrollos generados a partir de 2011, cuando se reconoció la existencia del conflicto armado en Colombia con la Ley de Víctimas y se propuso reparar ese daño histórico, un camino en el que se han dado pasos relevantes, pero en el que queda un largo recorrido.",UN DAÑO,EL CONFLICTO ARMADO,EL CONFLICTO ARMADO ES UN DAÑO,hallazgos y recomendaciones,"durante varias décadas, la falta de visibilidad de las víctimas impidió que fueran reconocidas en su dolor y sus derechos, salvo los desarrollos generados a partir de 2011, cuando se reconoció la existencia del conflicto armado en colombia con la ley de víctimas y se propuso reparar ese daño histórico, un camino en el que se han dado pasos relevantes, pero en el que queda un largo recorrido.",un daño,el conflicto armado,el conflicto armado es un daño,394
CAAM_20_4,Colombia adentro: Amazonía,Más amplias,UN ESPACIO,EL CONFLICTO ARMADO,EL CONFLICTO ARMADO ES UN ESPACIO,colombia adentro: amazonía,más amplias,un espacio,el conflicto armado,el conflicto armado es un espacio,11
TERR_INTRO_23,Colombia adentro: Ensayo introductorio,"¿por qué, a pesar de los múltiples acuerdos y procesos de paz, el conflicto armado no logra cerrarse completamente y, en cambio, se recicla?",UN ESPACIO CON PUERTA,EL CONFLICTO ARMADO,EL CONFLICTO ARMADO ES UN ESPACIO CON PUERTA,colombia adentro: ensayo introductorio,"¿por qué, a pesar de los múltiples acuerdos y procesos de paz, el conflicto armado no logra cerrarse completamente y, en cambio, se recicla?",un espacio con puerta,el conflicto armado,el conflicto armado es un espacio con puerta,140
TERR_INTRO_26,Colombia adentro: Ensayo introductorio,que el conflicto armado en Colombia no se reduce al enfrentamiento entre aparatos armados ni fue una guerra solamente ideológica.,UN LÍQUIDO,EL CONFLICTO ARMADO,EL CONFLICTO ARMADO ES UN LÍQUIDO,colombia adentro: ensayo introductorio,que el conflicto armado en colombia no se reduce al enfrentamiento entre aparatos armados ni fue una guerra solamente ideológica.,un líquido,el conflicto armado,el conflicto armado es un líquido,129
CAAM_73_30,Colombia adentro: Amazonía,"el conflicto armado que se desencadenó en la década de los ochenta, conllevando profundos dramas para sus habitantes y territorios.",UN MARTILLO,EL CONFLICTO ARMADO,EL CONFLICTO ARMADO ES UN MARTILLO,colombia adentro: amazonía,"el conflicto armado que se desencadenó en la década de los ochenta, conllevando profundos dramas para sus habitantes y territorios.",un martillo,el conflicto armado,el conflicto armado es un martillo,131
HALL_300,Hallazgos y Recomendaciones,"La evolución del conflicto armado en Colombia ha tenido diferentes momentos históricos, en los que se fue extendiendo de una forma cada vez más indiscriminada, rompiendo cualquier base del DIH, cualquier respeto por la vida hasta no tener límites frente al desprecio, como lo señala este testimonio de un exmiembro del Ejército que da cuenta de por qué se dieron hechos atroces como el de las ejecuciones extrajudiciales.",UN OBJETO MALEABLE,EL CONFLICTO ARMADO,EL CONFLICTO ARMADO ES UN OBJETO MALEABLE,hallazgos y recomendaciones,"la evolución del conflicto armado en colombia ha tenido diferentes momentos históricos, en los que se fue extendiendo de una forma cada vez más indiscriminada, rompiendo cualquier base del dih, cualquier respeto por la vida hasta no tener límites frente al desprecio, como lo señala este testimonio de un exmiembro del ejército que da cuenta de por qué se dieron hechos atroces como el de las ejecuciones extrajudiciales.",un objeto maleable,el conflicto armado,el conflicto armado es un objeto maleable,421
TERR_INTRO_25,Colombia adentro: Ensayo introductorio,entre otros muchos aportes que desde el libro La Violencia en Colombia en la década de los sesenta se han hecho alrededor del conflicto armado.,UN OBJETO PUESTO EN EL CENTRO,EL CONFLICTO ARMADO,EL CONFLICTO ARMADO ES UN OBJETO PUESTO EN EL CENTRO,colombia adentro: ensayo introductorio,entre otros muchos aportes que desde el libro la violencia en colombia en la década de los sesenta se han hecho alrededor del conflicto armado.,un objeto puesto en el centro,el conflicto armado,el conflicto armado es un objeto puesto en el centro,143
MCVE_m_23_2,Mi cuerpo es la verdad,"¿por qué, a pesar de los múltiples acuerdos y procesos de paz, el conflicto armado no logra cerrarse completamente y, en cambio, se recicla?",UN OBJETO RECICLABLE,EL CONFLICTO ARMADO,EL CONFLICTO ARMADO ES UN OBJETO RECICLABLE,mi cuerpo es la verdad,"¿por qué, a pesar de los múltiples acuerdos y procesos de paz, el conflicto armado no logra cerrarse completamente y, en cambio, se recicla?",un objeto reciclable,el conflicto armado,el conflicto armado es un objeto reciclable,140
TERR_INTRO_24,Colombia adentro: Ensayo introductorio,"¿por qué, a pesar de los múltiples acuerdos y procesos de paz, el conflicto armado no logra cerrarse completamente y, en cambio, se recicla?",UN OBJETO RECICLABLE,EL CONFLICTO ARMADO,EL CONFLICTO ARMADO ES UN OBJETO,colombia adentro: ensayo introductorio,"¿por qué, a pesar de los múltiples acuerdos y procesos de paz, el conflicto armado no logra cerrarse completamente y, en cambio, se recicla?",un objeto reciclable,el conflicto armado,el conflicto armado es un objeto,140
CAAM_73_27,Colombia adentro: Amazonía,"Así llegaría a la región el conflicto armado que se desencadenó en la década de los ochenta,",UNA FIERA AGRESIVA,EL CONFLICTO ARMADO,EL CONFLICTO ARMADO ES UNA FIERA AGRESIVA,colombia adentro: amazonía,"así llegaría a la región el conflicto armado que se desencadenó en la década de los ochenta,",una fiera agresiva,el conflicto armado,el conflicto armado es una fiera agresiva,92
MCVE_m_23_7,Mi cuerpo es la verdad,"y que se extiende como una responsabilidad ética y política –y en algunos casos, una responsabilidad directa– de sectores políticos (de todas las ideologías), económicos, criminales, sociales y culturales.",UNA MANTA,EL CONFLICTO ARMADO,EL CONFLICTO ARMADO ES UNA MANTA,mi cuerpo es la verdad,"y que se extiende como una responsabilidad ética y política –y en algunos casos, una responsabilidad directa– de sectores políticos (de todas las ideologías), económicos, criminales, sociales y culturales.",una manta,el conflicto armado,el conflicto armado es una manta,205
MCVE_f_216_8,Mi cuerpo es la verdad,"dejó marcas que no pueden borrarse de su cuerpo, ni de sus pensamientos, ni de su memoria. ",UNA MARCA,EL CONFLICTO ARMADO,EL CONFLICTO ARMADO ES UNA MARCA,mi cuerpo es la verdad,"dejó marcas que no pueden borrarse de su cuerpo, ni de sus pensamientos, ni de su memoria.",una marca,el conflicto armado,el conflicto armado es una marca,91
CAAM_80_13,Colombia adentro: Amazonía,"recogieron una parte significativa de las rentas para reproducir y escalar el conflicto armado,",UNA MONTAÑA,EL CONFLICTO ARMADO,EL CONFLICTO ARMADO ES UNA MONTAÑA,colombia adentro: amazonía,"recogieron una parte significativa de las rentas para reproducir y escalar el conflicto armado,",una montaña,el conflicto armado,el conflicto armado es una montaña,95
CAAM_76_12,Colombia adentro: Amazonía,los nuevos actores en el escenario amazónico fueron las guerrillas y los narcotraficantes.,UNA OBRA DE TEATRO,EL CONFLICTO ARMADO,EL CONFLICTO ARMADO ES UNA OBRA DE TEATRO,colombia adentro: amazonía,los nuevos actores en el escenario amazónico fueron las guerrillas y los narcotraficantes.,una obra de teatro,el conflicto armado,el conflicto armado es una obra de teatro,90
CAAM_76_36,Colombia adentro: Amazonía,el campo deje de ser el escenario tradicional de lucha en Colombia y en el que las fuerzas armadas sean enfrentadas con un criterio de guerra INTEGRAL,UNA OBRA DE TEATRO,EL CONFLICTO ARMADO,EL CONFLICTO ARMADO ES UNA OBRA DE TEATRO,colombia adentro: amazonía,el campo deje de ser el escenario tradicional de lucha en colombia y en el que las fuerzas armadas sean enfrentadas con un criterio de guerra integral,una obra de teatro,el conflicto armado,el conflicto armado es una obra de teatro,150
CAAM_81_11,Colombia adentro: Amazonía,"consigo trajeron un incremento en la violencia y las tensiones sociales, derivadas no sólo del accionar mismo de los distintos actores del conflicto",UNA OBRA DE TEATRO,EL CONFLICTO ARMADO,EL CONFLICTO ARMADO ES UNA OBRA DE TEATRO,colombia adentro: amazonía,"consigo trajeron un incremento en la violencia y las tensiones sociales, derivadas no sólo del accionar mismo de los distintos actores del conflicto",una obra de teatro,el conflicto armado,el conflicto armado es una obra de teatro,148
CAAM_90_8,Colombia adentro: Amazonía,Ello fue determinante para la expansión de la violencia propiciada por los actores armados en la Amazonía.,UNA OBRA DE TEATRO,EL CONFLICTO ARMADO,EL CONFLICTO ARMADO ES UNA OBRA DE TEATRO,colombia adentro: amazonía,ello fue determinante para la expansión de la violencia propiciada por los actores armados en la amazonía.,una obra de teatro,el conflicto armado,el conflicto armado es una obra de teatro,106
CAAM_75_1,Colombia adentro: Amazonía,La llegada del conflicto armado a la Amazonía (1980—1990),UNA PERSONA,EL CONFLICTO ARMADO,EL CONFLICTO ARMADO ES UNA PERSONA,colombia adentro: amazonía,la llegada del conflicto armado a la amazonía (1980—1990),una persona,el conflicto armado,el conflicto armado es una persona,57
MCVE_f_216_7,Mi cuerpo es la verdad,El conflicto armado fracturó la vida de muchas mujeres,UNA PERSONA,EL CONFLICTO ARMADO,EL CONFLICTO ARMADO ES UNA PERSONA,mi cuerpo es la verdad,el conflicto armado fracturó la vida de muchas mujeres,una persona,el conflicto armado,el conflicto armado es una persona,54
MCVE_m_23_1,Mi cuerpo es la verdad,"¿por qué, a pesar de los múltiples acuerdos y procesos de paz, el conflicto armado no logra cerrarse completamente y, en cambio, se recicla?",UNA PUERTA,EL CONFLICTO ARMADO,EL CONFLICTO ARMADO ES UNA PUERTA,mi cuerpo es la verdad,"¿por qué, a pesar de los múltiples acuerdos y procesos de paz, el conflicto armado no logra cerrarse completamente y, en cambio, se recicla?",una puerta,el conflicto armado,el conflicto armado es una puerta,140
CAAM_20_13,Colombia adentro: Amazonía,Escenario de violencias,UNA PUESTA EN ESCENA,EL CONFLICTO ARMADO,EL CONFLICTO ARMADO ES UNA PUESTA EN ESCENA,colombia adentro: amazonía,escenario de violencias,una puesta en escena,el conflicto armado,el conflicto armado es una puesta en escena,23
CAAM_42_4,Colombia adentro: Amazonía,"los conflictos que se han desarrollado en el territorio tienen que ver con los recursos y la explotación de los mismos, que han configurado una suerte de cadena donde cada eslabón corresponde a un interés distinto",UNA CADENA,EL CONFLICTO EN LA AMAZONÍA,EL CONFLICTO EN LA AMAZONÍA ES UNA CADENA,colombia adentro: amazonía,"los conflictos que se han desarrollado en el territorio tienen que ver con los recursos y la explotación de los mismos, que han configurado una suerte de cadena donde cada eslabón corresponde a un interés distinto",una cadena,el conflicto en la amazonía,el conflicto en la amazonía es una cadena,213
CAAM_44_13,Colombia adentro: Amazonía,"cuando el conflicto fronterizo se agudizó, eran los remanentes y sobrevivientes de ese holocausto",UNA ENFERMEDAD,EL CONFLICTO FRONTERIZO AMAZÓNICO,EL CONFLICTO FRONTERIZO AMAZÓNICO ES UNA ENFERMEDAD,colombia adentro: amazonía,"cuando el conflicto fronterizo se agudizó, eran los remanentes y sobrevivientes de ese holocausto",una enfermedad,el conflicto fronterizo amazónico,el conflicto fronterizo amazónico es una enfermedad,97
CAAM_26_11,Colombia adentro: Amazonía,las personas que participan en el proceso y pusieron luz sobre las características de la sociedad y el Estado,LUZ,EL CONOCIMIENTO,EL CONOCIMIENTO ES LUZ,colombia adentro: amazonía,las personas que participan en el proceso y pusieron luz sobre las características de la sociedad y el estado,luz,el conocimiento,el conocimiento es luz,109
TERR_INTRO_55,Colombia adentro: Ensayo introductorio,Informe Final de la Comisión para el Esclarecimiento de la Verdad,LUZ,EL CONOCIMIENTO,EL CONOCIMIENTO ES LUZ,colombia adentro: ensayo introductorio,informe final de la comisión para el esclarecimiento de la verdad,luz,el conocimiento,el conocimiento es luz,65
TERR_INTRO_61,Colombia adentro: Ensayo introductorio,El esclarecimiento de la verdad ,LUZ,EL CONOCIMIENTO,EL CONOCIMIENTO ES LUZ,colombia adentro: ensayo introductorio,el esclarecimiento de la verdad,luz,el conocimiento,el conocimiento es luz,32
TERR_INTRO_64,Colombia adentro: Ensayo introductorio,Pretende ofrecer a las víctimas y a los ciudadanos de las regiones del país una narrativa que abarque el arco de la guerra en cada región y que refleje el proceso de escucha que ha llevado a cabo la Comisión en los territorios.,UN ESPEJO,EL CONOCIMIENTO,EL CONOCIMIENTO ES UN ESPEJO,colombia adentro: ensayo introductorio,pretende ofrecer a las víctimas y a los ciudadanos de las regiones del país una narrativa que abarque el arco de la guerra en cada región y que refleje el proceso de escucha que ha llevado a cabo la comisión en los territorios.,un espejo,el conocimiento,el conocimiento es un espejo,227
TERR_INTRO_67,Colombia adentro: Ensayo introductorio," y brindar de vuelta a las regiones un espejo sobrio, respetuoso y solidario del dolor expresado en las voces de las víctimas",UN ESPEJO,EL CONOCIMIENTO,EL CONOCIMIENTO ES UN ESPEJO,colombia adentro: ensayo introductorio,"y brindar de vuelta a las regiones un espejo sobrio, respetuoso y solidario del dolor expresado en las voces de las víctimas",un espejo,el conocimiento,el conocimiento es un espejo,125
MCVE_m_22_8,Mi cuerpo es la verdad,"Todos  ellos entregaron no solo su conocimiento y experiencia sino su curiosidad, sensibilidad  y amor profundo por Colombia.",UN OBJETO,EL CONOCIMIENTO,EL CONOCIMIENTO ES UN OBJETO,mi cuerpo es la verdad,"todos ellos entregaron no solo su conocimiento y experiencia sino su curiosidad, sensibilidad y amor profundo por colombia.",un objeto,el conocimiento,el conocimiento es un objeto,125
TERR_INTRO_19,Colombia adentro: Ensayo introductorio,"Esto le permitió tener colaboradores, equipos de trabajo y presencia en todos los departamentos del país, así como personas voluntarias en otros países. Todos ellos entregaron no solo su conocimiento y experiencia sino su curiosidad, sensibilidad y amor profundo por Colombia.",UN OBJETO,EL CONOCIMIENTO,EL CONOCIMIENTO ES UN OBJETO,colombia adentro: ensayo introductorio,"esto le permitió tener colaboradores, equipos de trabajo y presencia en todos los departamentos del país, así como personas voluntarias en otros países. todos ellos entregaron no solo su conocimiento y experiencia sino su curiosidad, sensibilidad y amor profundo por colombia.",un objeto,el conocimiento,el conocimiento es un objeto,276
MCVE_m_69_2,Mi cuerpo es la verdad,"Yo quisiera que el concepto de despojo se aplicara también a todo el tema de lo que significó ser sacado del territorio, a los campesinos de su tierra, perder conocimientos, perder a la familia.",UN OBJETO VALIOSO,EL CONOCIMIENTO,EL CONOCIMIENTO ES UN OBJETO VALIOSO,mi cuerpo es la verdad,"yo quisiera que el concepto de despojo se aplicara también a todo el tema de lo que significó ser sacado del territorio, a los campesinos de su tierra, perder conocimientos, perder a la familia.",un objeto valioso,el conocimiento,el conocimiento es un objeto valioso,194
CAAM_24_28,Colombia adentro: Amazonía,"para la Comisión, el testimonio no ha sido solo un instrumento para reconstruir lo ocurrido.",LA RECONSTRUCCIÓN,EL CONOCIMIENTO DE LO QUE SUCEDIÓ,EL CONOCIMIENTO DE LO QUE SUCEDIÓ ES LA RECONSTRUCCIÓN,colombia adentro: amazonía,"para la comisión, el testimonio no ha sido solo un instrumento para reconstruir lo ocurrido.",la reconstrucción,el conocimiento de lo que sucedió,el conocimiento de lo que sucedió es la reconstrucción,92
CAAM_21_19,Colombia adentro: Amazonía,avanzar en el conocimiento y el reconocimiento de lo sucedido,UN CAMINO,EL CONOCIMIENTO DE LO SUCEDIDO EN EL CONFLICTO,EL CONOCIMIENTO DE LO SUCEDIDO EN EL CONFLICTO ES UN CAMINO,colombia adentro: amazonía,avanzar en el conocimiento y el reconocimiento de lo sucedido,un camino,el conocimiento de lo sucedido en el conflicto,el conocimiento de lo sucedido en el conflicto es un camino,61
CAAM_66_29,Colombia adentro: Amazonía,Pero el campesinado no cejó en su intento de construir las condiciones dignas que los distintos gobiernos no habían logrado garantizarles y hubo varias iniciativas en ese sentido.,UN CAMINO,EL CONSTRUIR CONDICIONES DIGNAS,EL CONSTRUIR CONDICIONES DIGNAS ES UN CAMINO,colombia adentro: amazonía,pero el campesinado no cejó en su intento de construir las condiciones dignas que los distintos gobiernos no habían logrado garantizarles y hubo varias iniciativas en ese sentido.,un camino,el construir condiciones dignas,el construir condiciones dignas es un camino,179
HALL_106,Hallazgos y Recomendaciones,"tener el valor de enfrentar sus propios miedos a las represalias o consecuencias propias de un contexto atravesado por la violencia armada que puede dirigirse contra quienes se atreven a transgredir los códigos del silencio, la indiferencia y el sálvese quien pueda que se han impuesto en estos escenarios, porque para los perpetradores impunes estas víctimas son una amenaza que hay que eliminar, y para el resto de la sociedad, muchas veces, algo de lo que se quiere evitar hablar o ver.",UN OBJETO,EL CONTEXTO,EL CONTEXTO ES UN OBJETO,hallazgos y recomendaciones,"tener el valor de enfrentar sus propios miedos a las represalias o consecuencias propias de un contexto atravesado por la violencia armada que puede dirigirse contra quienes se atreven a transgredir los códigos del silencio, la indiferencia y el sálvese quien pueda que se han impuesto en estos escenarios, porque para los perpetradores impunes estas víctimas son una amenaza que hay que eliminar, y para el resto de la sociedad, muchas veces, algo de lo que se quiere evitar hablar o ver.",un objeto,el contexto,el contexto es un objeto,489
HALL_140,Hallazgos y Recomendaciones,La Comisión tuvo que trabajar en un contexto de conflicto armado que permanece de forma fragmentada en el país.,UN OBJETO,EL CONTEXTO DE CONFLICTO ARMADO,EL CONTEXTO DE CONFLICTO ARMADO ES UN OBJETO,hallazgos y recomendaciones,la comisión tuvo que trabajar en un contexto de conflicto armado que permanece de forma fragmentada en el país.,un objeto,el contexto de conflicto armado,el contexto de conflicto armado es un objeto,111
CAAM_27_2,Colombia adentro: Amazonía,El imperativo ético de la verdad nos exige ubicarla en el contexto de estructuras y procesos sociales más amplios,UN LUGAR,EL CONTEXTO DE ESTRUCTURAS Y PROCESOS SOCIALES,EL CONTEXTO DE ESTRUCTURAS Y PROCESOS SOCIALES ES UN LUGAR,colombia adentro: amazonía,el imperativo ético de la verdad nos exige ubicarla en el contexto de estructuras y procesos sociales más amplios,un lugar,el contexto de estructuras y procesos sociales,el contexto de estructuras y procesos sociales es un lugar,113
CAAM_27_4,Colombia adentro: Amazonía,el contexto de estructuras y procesos sociales más amplios y de mayor duración ligados a la persistencia de múltiples desigualdades y vinculados con el presente político,UNA PERSONA,EL CONTEXTO DE ESTRUCTURAS Y PROCESOS SOCIALES,EL CONTEXTO DE ESTRUCTURAS Y PROCESOS SOCIALES ES UNA PERSONA,colombia adentro: amazonía,el contexto de estructuras y procesos sociales más amplios y de mayor duración ligados a la persistencia de múltiples desigualdades y vinculados con el presente político,una persona,el contexto de estructuras y procesos sociales,el contexto de estructuras y procesos sociales es una persona,169
MCVE_m_55_1,Mi cuerpo es la verdad,Llevaban un control,UN OBJETO,EL CONTROL,EL CONTROL ES UN OBJETO,mi cuerpo es la verdad,llevaban un control,un objeto,el control,el control es un objeto,19
MCVE_m_35_11,Mi cuerpo es la verdad,Mediante el control de la vida y el cuerpo de las mujeres,EL CONTROL DEL TERRITORIO,EL CONTROL DEL CUERPO DE LAS MUJERES,EL CONTROL DEL CUERPO DE LAS MUJERES ES EL CONTROL DEL TERRITORIO,mi cuerpo es la verdad,mediante el control de la vida y el cuerpo de las mujeres,el control del territorio,el control del cuerpo de las mujeres,el control del cuerpo de las mujeres es el control del territorio,57
CAAM_79_7,Colombia adentro: Amazonía,se presentaron choques duros de la autonomía militar con la autonomía de los pueblos indígenas,UNA BATALLA,EL CONTROL DEL TERRITORIO,EL CONTROL DEL TERRITORIO ES UNA BATALLA,colombia adentro: amazonía,se presentaron choques duros de la autonomía militar con la autonomía de los pueblos indígenas,una batalla,el control del territorio,el control del territorio es una batalla,94
CAAM_76_33,Colombia adentro: Amazonía,"Lo que significaría un viraje que ampliaría su accionar, como anunciaron en la Séptima conferencia guerrillera, en 1980",UN CAMINO,EL CONTROL TERRITORIAL,EL CONTROL TERRITORIAL ES UN CAMINO,colombia adentro: amazonía,"lo que significaría un viraje que ampliaría su accionar, como anunciaron en la séptima conferencia guerrillera, en 1980",un camino,el control territorial,el control territorial es un camino,119
CAAM_82_21,Colombia adentro: Amazonía,"Estos hombres, a través de acciones de coerción y violencia en contra de la población civil, dominaron los centros urbanos",UN CAMINO,EL CONTROL TERRITORIAL,EL CONTROL TERRITORIAL ES UN CAMINO,colombia adentro: amazonía,"estos hombres, a través de acciones de coerción y violencia en contra de la población civil, dominaron los centros urbanos",un camino,el control territorial,el control territorial es un camino,122
CAAM_82_1,Colombia adentro: Amazonía,pronto los primeros (Los narcotraficantes) buscaron hacerse con el control completo y así limitar la participación de las segundas (guerrillas.,UN OBJETO QUE ESTÁ OCULTO,EL CONTROL TERRITORIAL,EL CONTROL TERRITORIAL ES UN OBJETO QUE ESTÁ OCULTO,colombia adentro: amazonía,pronto los primeros (los narcotraficantes) buscaron hacerse con el control completo y así limitar la participación de las segundas (guerrillas.,un objeto que está oculto,el control territorial,el control territorial es un objeto que está oculto,143
CAAM_29_9,Colombia adentro: Amazonía,[object Object],EL CORAJE,EL CORAZÓN,EL CORAZÓN ES EL CORAJE,colombia adentro: amazonía,[object object],el coraje,el corazón,el corazón es el coraje,15
CAAM_29_18,Colombia adentro: Amazonía,honrar lo que sus abuelas y madres les habían contado sobre el buen corazón de sus padres asesinado (p. 29),UN CONTENEDOR DE ACTITUDES,EL CORAZÓN,EL CORAZÓN ES UN CONTENEDOR DE ACTITUDES,colombia adentro: amazonía,honrar lo que sus abuelas y madres les habían contado sobre el buen corazón de sus padres asesinado (p. 29),un contenedor de actitudes,el corazón,el corazón es un contenedor de actitudes,107
CAAM_29_17,Colombia adentro: Amazonía,honrar lo que sus abuelas y madres les habían contado sobre el buen corazón de sus padres asesinado (p. 29),UN CONTENEDOR DE EMOCIONES,EL CORAZÓN,EL CORAZÓN ES UN CONTENEDOR DE EMOCIONES,colombia adentro: amazonía,honrar lo que sus abuelas y madres les habían contado sobre el buen corazón de sus padres asesinado (p. 29),un contenedor de emociones,el corazón,el corazón es un contenedor de emociones,107
HALL_113,Hallazgos y Recomendaciones,"Es la necesidad de reivindicar a las personas que ya no están físicamente, pero que siguen vivas en el corazón, como una forma de restablecer el buen nombre y las historias de vida que fueron truncadas.",UN LUGAR,EL CORAZÓN,EL CORAZÓN ES UN LUGAR,hallazgos y recomendaciones,"es la necesidad de reivindicar a las personas que ya no están físicamente, pero que siguen vivas en el corazón, como una forma de restablecer el buen nombre y las historias de vida que fueron truncadas.",un lugar,el corazón,el corazón es un lugar,202
CAAM_27_19,Colombia adentro: Amazonía,junto con los jóvenes de la generación Somos Verdad30 unieron sus corazones en un solo latido por la paz.,UN OBJETO,EL CORAZÓN,EL CORAZÓN ES UN OBJETO,colombia adentro: amazonía,junto con los jóvenes de la generación somos verdad30 unieron sus corazones en un solo latido por la paz.,un objeto,el corazón,el corazón es un objeto,105
CAAM_28_11,Colombia adentro: Amazonía,"víctimas de minas antipersona y otros artefactos de guerra ofrecieron sus esculturas de manos y pies para abrazar el corazón y recordarnos
lo que nunca puede volver a suceder.",UNA PERSONA,EL CORAZÓN,EL CORAZÓN ES UNA PERSONA,colombia adentro: amazonía,víctimas de minas antipersona y otros artefactos de guerra ofrecieron sus esculturas de manos y pies para abrazar el corazón y recordarnos lo que nunca puede volver a suceder.,una persona,el corazón,el corazón es una persona,175
CAAM_58_18,Colombia adentro: Amazonía,Pero el impacto de la industria petrolera no solo tuvo efecto en el crecimiento de la población y en las dinámicas sociales,EL EFECTO DE UN DISPARO,EL CRECIMIENTO DEMOGRÁFICO,EL CRECIMIENTO DEMOGRÁFICO ES EL EFECTO DE UN DISPARO,colombia adentro: amazonía,pero el impacto de la industria petrolera no solo tuvo efecto en el crecimiento de la población y en las dinámicas sociales,el efecto de un disparo,el crecimiento demográfico,el crecimiento demográfico es el efecto de un disparo,123
CAAM_73_7,Colombia adentro: Amazonía,"Cuando nace el Crima [...], se asienta principalmente […] la unión del pensamiento cultural, espiritual de cuatro pueblos",UN SER VIVO,EL CRIMA,EL CRIMA ES UN SER VIVO,colombia adentro: amazonía,"cuando nace el crima [...], se asienta principalmente [...] la unión del pensamiento cultural, espiritual de cuatro pueblos",un ser vivo,el crima,el crima es un ser vivo,121
CAAM_73_11,Colombia adentro: Amazonía,El Crima nace con el objetivo de recuperar los territorios que se habían perdido y propender por su defensa,UN SER VIVO,EL CRIMA,EL CRIMA ES UN SER VIVO,colombia adentro: amazonía,el crima nace con el objetivo de recuperar los territorios que se habían perdido y propender por su defensa,un ser vivo,el crima,el crima es un ser vivo,107
CAAM_73_8,Colombia adentro: Amazonía,"Cuando nace el Crima [...], se asienta principalmente […] la unión del pensamiento cultural, espiritual de cuatro pueblos",UNA PERSONA,EL CRIMA,EL CRIMA ES UNA PERSONA,colombia adentro: amazonía,"cuando nace el crima [...], se asienta principalmente [...] la unión del pensamiento cultural, espiritual de cuatro pueblos",una persona,el crima,el crima es una persona,121
CAAM_73_12,Colombia adentro: Amazonía,El Crima nace con el objetivo de recuperar los territorios que se habían perdido y propender por su defensa,UNA PERSONA,EL CRIMA,EL CRIMA ES UNA PERSONA,colombia adentro: amazonía,el crima nace con el objetivo de recuperar los territorios que se habían perdido y propender por su defensa,una persona,el crima,el crima es una persona,107
CAAM_46_4,Colombia adentro: Amazonía,Él continúa siendo uno de los enemigos del evangelio y no cesará de pervertir el camino correcto hacia el señor,UN CAMINO,EL CRISTINISMO,EL CRISTIANISMO ES UN CAMINO,colombia adentro: amazonía,él continúa siendo uno de los enemigos del evangelio y no cesará de pervertir el camino correcto hacia el señor,un camino,el cristinismo,el cristianismo es un camino,111
CAAM_28_21,Colombia adentro: Amazonía,[object Object],UN CONTENEDOR,EL CUERPO,EL CUERPO ES UN CONTENEDOR,colombia adentro: amazonía,[object object],un contenedor,el cuerpo,el cuerpo es un contenedor,15
CAAM_24_12,Colombia adentro: Amazonía,Esa escucha implica la disposición del cuerpo y del ser para oír,UN OBJETO QUE SE PONE A DISPOSICIÓN,EL CUERPO,EL CUERPO ES UN OBJETO QUE SE PONE A DISPOSICIÓN,colombia adentro: amazonía,esa escucha implica la disposición del cuerpo y del ser para oír,un objeto que se pone a disposición,el cuerpo,el cuerpo es un objeto que se pone a disposición,64
CAAM_39_4,Colombia adentro: Amazonía,[object Object],UN CONTENEDOR,EL CUERPO,EL CUERPO ES UN CONTENEDOR,colombia adentro: amazonía,[object object],un contenedor,el cuerpo,el cuerpo es un contenedor,15
MCVE_f_297_1,Mi cuerpo es la verdad,"Una tenía doce años. Esos hombres celebraban
porque decían que había llegado carne fresca.",COMIDA,EL CUERPO DE LA MUJER,EL CUERPO DE LA MUJER ES COMIDA,mi cuerpo es la verdad,una tenía doce años. esos hombres celebraban porque decían que había llegado carne fresca.,comida,el cuerpo de la mujer,el cuerpo de la mujer es comida,90
MCVE_m_122_4,Mi cuerpo es la verdad,"Es decir, el cuerpo de la mujer era utilizado como un botín de guerra para tener hijos y de esta manera perpetuar las acciones criminales dentro del territorio»",UN BOTÍN DE GUERRA,EL CUERPO DE LA MUJER,EL CUERPO DE LA MUJER ES UN BOTÍN DE GUERRA,mi cuerpo es la verdad,"es decir, el cuerpo de la mujer era utilizado como un botín de guerra para tener hijos y de esta manera perpetuar las acciones criminales dentro del territorio»",un botín de guerra,el cuerpo de la mujer,el cuerpo de la mujer es un botín de guerra,160
MCVE_m_93_2,Mi cuerpo es la verdad,"... muchos hombres estuvieron en
mi cuerpo...",UN LUGAR,EL CUERPO DE LA MUJER,EL CUERPO DE LA MUJER ES UN LUGAR,mi cuerpo es la verdad,... muchos hombres estuvieron en mi cuerpo...,un lugar,el cuerpo de la mujer,el cuerpo de la mujer es un lugar,45
MCVE_m_41_4,Mi cuerpo es la verdad,La guerra se instaló en las mujeres,UN LUGAR DE CONFLICTO,EL CUERPO DE LA MUJER,EL CUERPO DE LA MUJER ES UN LUGAR DE CONFLICTO,mi cuerpo es la verdad,la guerra se instaló en las mujeres,un lugar de conflicto,el cuerpo de la mujer,el cuerpo de la mujer es un lugar de conflicto,35
